"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"videogames_time.38",-0.995319870347944,2.09655879155824,-5.10727688678215,3.11663714608627,0.635030305021858,1,0.850878044167219
"social_activities_time.38",1.44405861940722,2.4415699940697,-3.34456496160303,6.23268220041746,0.554295727679464,1,0.79151876716922
"tv_time.39",-20.8689116811644,8.5504459159665,-37.6388170947783,-4.0990062675506,0.0147559629845701,1,0.382579329323948
"video_time.39",-8.34368651960587,8.61193562955559,-25.2341911032436,8.54681806403181,0.332750188230266,1,0.65585544346835
"videogames_time.39",1.84320502240211,8.70913943940222,-15.2379444367183,18.9243544815225,0.832411747511115,1,0.937914117013264
"social_activities_time.39",-8.34704639254732,10.1218245209683,-28.1988811971943,11.5047884120997,0.409675499600801,1,0.683630281542441
"tv_time.40",-14.8731903007193,21.9557269303983,-57.9347577072511,28.1883771058124,0.498228785344261,1,0.737309529664461
"video_time.40",-6.24558918440581,22.080105688428,-49.5510995170734,37.0599211482618,0.777316517829702,1,0.937914117013264
"videogames_time.40",5.03664570281229,22.345274095425,-38.7889370131647,48.8622284187893,0.821693127801309,1,0.937914117013264
"social_activities_time.40",-49.742775259182,25.9498608933145,-100.638001256025,1.15245073766063,0.0554122868953439,1,0.435989196491928
"tv_time.41",-18.3110856474333,10.2487521634037,-38.41186238785,1.78969109298329,0.0741608496210644,1,0.45844888856658
"video_time.41",-17.0701428088198,10.3662928780471,-37.4014509959225,3.26116537828295,0.0997958868310833,1,0.465537150894127
"videogames_time.41",10.2088883867263,10.4601054216616,-10.306413418778,30.7241901922306,0.32920460844036,1,0.654053415328346
"social_activities_time.41",-2.34816784001389,12.1548271329407,-26.1873106568364,21.4909749768086,0.846833582935315,1,0.940158100238391
"tv_time.42",-4.55450919686341,3.35482300517398,-11.1342905356504,2.02527214192353,0.174761624975778,1,0.540172295379677
"video_time.42",0.910962576132375,3.3815107259276,-5.72116112668349,7.54308627894824,0.787656670342391,1,0.937914117013264
"videogames_time.42",0.444122987711158,3.41474302872476,-6.25317890347781,7.14142487890013,0.896533220381342,1,0.94995708710029
"social_activities_time.42",-5.01907999425898,3.97017716482911,-12.8057493894946,2.76758940097664,0.206324466268996,1,0.566551891321599
"tv_time.43",-3.4225229896764,17.0273770389881,-36.8179995032653,29.9729535239125,0.840720330282633,1,0.937914117013264
"video_time.43",-38.3098909690853,17.1391265592787,-71.9245397293287,-4.69524220884187,0.0255243418519309,1,0.433913811482826
"videogames_time.43",17.2452199988897,17.3080992718034,-16.7008317860026,51.191271783782,0.319205603076959,1,0.654053415328346
"social_activities_time.43",-15.6612419384682,20.1879208281021,-55.2554339463959,23.9329500694595,0.437984884479421,1,0.707174621593438
"tv_time.44",-7.90916223192144,8.10728846796266,-23.8098594347386,7.99153497089572,0.329412814967149,1,0.654053415328346
"video_time.44",-7.68922017458847,8.22955645906199,-23.8297196629354,8.45127931375852,0.350252970409717,1,0.659158535814432
"videogames_time.44",-12.2912892085322,8.27736839086104,-28.525561485799,3.94298306873465,0.137738410621116,1,0.484939937526605
"social_activities_time.44",-3.12634745880635,9.63517373222607,-22.0236619700741,15.7709670524614,0.745618196635615,1,0.923632794866393
"tv_time.45",-1.65042500494347,10.660311168638,-22.5582863704534,19.2574363605665,0.87698087532247,1,0.949839783907427
"video_time.45",-20.302001374085,10.6724144687194,-41.2336007071049,0.629597958934941,0.0572927737788846,1,0.435989196491928
"videogames_time.45",10.0541792494714,10.8117898586151,-11.150774330306,31.2591328292488,0.352533179124004,1,0.659158535814432
"social_activities_time.45",-17.9041574589477,12.6857801321159,-42.7845317857234,6.97621686782805,0.158312074400285,1,0.525132734596066
"tv_time.46",-11.3758196204051,5.47713796107452,-22.1180723340962,-0.633566906714073,0.0379471117110605,1,0.435989196491928
"video_time.46",-8.01426365656875,5.52122551626344,-18.8429848256345,2.81445751249701,0.146805495537493,1,0.505456896027824
"videogames_time.46",-6.87893370925602,5.57331293526377,-17.8098133819202,4.05194596340816,0.217266857969972,1,0.566551891321599
"social_activities_time.46",-6.18896673544649,6.47532632379258,-18.8889557202318,6.51102224933885,0.339313994198304,1,0.659158535814432
"tv_time.47",-7.96152394794933,10.9689730828859,-29.4748628886682,13.5518149927695,0.468042673885141,1,0.719252018625753
"video_time.47",-14.1642666713776,11.0947738549712,-35.9243374281402,7.59580408538495,0.20188750184938,1,0.566551891321599
"videogames_time.47",2.27938779418364,11.1951789822821,-19.677606550494,24.2363821388612,0.83868579096555,1,0.937914117013264
"social_activities_time.47",-3.17873257243209,13.008995585281,-28.6931475673163,22.3356824224521,0.806988689407931,1,0.937914117013264
"tv_time.48",0.52899820854862,2.18765369745234,-3.76162059791666,4.8196170150139,0.808954451110403,1,0.937914117013264
"video_time.48",0.820966949648835,2.1899874021665,-3.47422892372013,5.1161628230178,0.707799321663259,1,0.91172131056894
"videogames_time.48",-3.38047300640688,2.23507062923658,-7.76409006917537,1.0031440563616,0.130591052748508,1,0.481126213022398
"social_activities_time.48",-1.73523831023889,2.56477068255295,-6.76549211030233,3.29501548982454,0.498768211243606,1,0.737309529664461
"tv_time.49",-8.95723816833708,4.68734351885591,-18.150482351718,0.236006015043841,0.0561718053794666,1,0.435989196491928
"video_time.49",-0.0948432578346047,4.71964471117372,-9.3514394757309,9.16175296006169,0.98396949207378,1,0.989829902568685
"videogames_time.49",0.562330238703278,4.78511070782421,-8.82266384260868,9.94732432001524,0.906463832557484,1,0.94995708710029
"social_activities_time.49",-5.66660367397182,5.53505303804984,-16.5224528222281,5.18924547428447,0.306083833737847,1,0.654053415328346
"tv_time.50",-9.69169917990513,5.66708527624256,-20.8064935524559,1.42309519264565,0.087406985454482,1,0.4600854023901
"video_time.50",-5.06278536554509,5.71270178921928,-16.2670469221975,6.1414761911073,0.375610913038785,1,0.667752734291174
"videogames_time.50",5.21660706226315,5.76659560153368,-6.09335585807589,16.5265699826022,0.365785705599078,1,0.664845787392038
"social_activities_time.50",-12.3344110006236,6.69989084248511,-25.474835999157,0.806013997909748,0.0657887943345221,1,0.455953822830178
"tv_time.51",-4.51472825169076,2.7973723287802,-10.0011870658101,0.971730562428531,0.106721569899499,1,0.465537150894127
"video_time.51",-6.44069230175582,2.82103785620726,-11.9735660818799,-0.907818521631779,0.0225416332047685,1,0.429810960765549
"videogames_time.51",4.63690825088146,2.84851651838551,-0.949859158902465,10.2236756606654,0.103736357280631,1,0.465537150894127
"social_activities_time.51",-1.2896620936767,3.30766149022109,-7.77694601739365,5.19762183004025,0.696655790320091,1,0.906652511804137
"tv_time.52",-13.9766052289246,6.57399979843513,-26.8701263262289,-1.08308413162031,0.0336362206046451,1,0.435989196491928
"video_time.52",-13.5835975172939,6.65361291362994,-26.6332630338041,-0.533932000783688,0.0413438219970459,1,0.435989196491928
